search_strategy,num_words,num_states,query_len,num_beam,recall,results,query,target,lattice_num_states,alpha,search_stage,time_seconds,words_per_sec
edit_graph,20,132,12,,,"[('botryoidal', 5.0)]",btwwtryoipak,botryoidal,17.0,,search_time,0.0005554120289161801,1800.4651464812166
edit_graph,20,132,12,,,"[('botryoidal', 5.0)]",btwwtryoipak,botryoidal,17.0,0.001,search_time,0.0008725129882805049,1146.1147437710224
beam,20,132,12,10.0,1.0,"[('botryoidal', 5.0), ('bullsticker', 11.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.0007157660438679159,1397.1045547175124
beam,20,132,12,10.0,0.0,"[('pagedom', 9.000000005609468), ('patisserie', 9.997988670333273)]",btwwtryoipak,botryoidal,,0.001,search_time,0.0006566139636561275,1522.9648703049907
beam_forward_backward,20,132,12,10.0,1.0,"[('botryoidal', 5.0), ('sourock', 9.0), ('bullsticker', 11.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.001267592015210539,788.8973644520049
beam_forward_backward,20,132,12,10.0,0.0,"[('pagedom', 9.000000005609468), ('patisserie', 9.997988670333273), ('imperceptible', 10.998564983886148), ('unentertainable', 12.9986496722973)]",btwwtryoipak,botryoidal,,0.001,search_time,0.0014329850091598928,697.8440064674953
beam,20,132,12,20.0,1.0,"[('botryoidal', 5.0), ('bullsticker', 11.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.0013561189989559352,737.3984147186875
beam,20,132,12,20.0,0.0,"[('halinous', 8.000371504467832), ('pagedom', 9.000000005609468), ('patisserie', 9.997988670333273), ('nightdress', 9.999935313351749)]",btwwtryoipak,botryoidal,,0.001,search_time,0.0012355910148471594,809.3292909901083
beam_forward_backward,20,132,12,20.0,1.0,"[('botryoidal', 5.0), ('sourock', 9.0), ('bullsticker', 11.0), ('planeta', 11.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.002510585996787995,398.31338232563417
beam_forward_backward,20,132,12,20.0,0.0,"[('halinous', 8.000371504467832), ('pagedom', 9.000000005609468), ('cretaceous', 9.000371504467832), ('patisserie', 9.997988670333273), ('nightdress', 9.999935313351749), ('unentertainable', 12.9986496722973)]",btwwtryoipak,botryoidal,,0.001,search_time,0.0026647179620340466,375.27423699154815
beam,20,132,12,50.0,1.0,"[('botryoidal', 5.0), ('pythonist', 10.0), ('credit', 10.0), ('sewan', 10.0), ('bullsticker', 11.0), ('cretaceous', 11.0), ('nightdress', 11.0), ('patisserie', 13.0), ('imperceptible', 13.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.0029717290308326483,336.50443550696485
beam,20,132,12,50.0,0.0,"[('halinous', 8.000371504467832), ('pagedom', 9.000000005609468), ('cretaceous', 9.000371504467832), ('patisserie', 9.997988670333273), ('pythonist', 9.999935313159579), ('nightdress', 9.999935313351749), ('gedackt', 10.000000922871102), ('planeta', 10.000000922871102), ('amylamine', 10.997922985453634), ('bullsticker', 10.99798958213568), ('botryoidal', 10.999999082662775), ('sewan', 11.000000005534346)]",btwwtryoipak,botryoidal,,0.001,search_time,0.002872020995710045,348.18686962724365
beam_forward_backward,20,132,12,50.0,1.0,"[('botryoidal', 5.0), ('sourock', 9.0), ('pythonist', 10.0), ('credit', 10.0), ('sewan', 10.0), ('bullsticker', 11.0), ('cretaceous', 11.0), ('nightdress', 11.0), ('patisserie', 11.0), ('planeta', 11.0), ('imperceptible', 12.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.005630936997476965,177.59033717622248
beam_forward_backward,20,132,12,50.0,0.0,"[('halinous', 8.000371504467832), ('pagedom', 9.000000005609468), ('cretaceous', 9.000371504467832), ('patisserie', 9.997988670333273), ('pythonist', 9.999935313159579), ('nightdress', 9.999935313351749), ('gedackt', 10.000000922871102), ('planeta', 10.000000922871102), ('sourock', 10.000064767447054), ('amylamine', 10.997922985453634), ('bullsticker', 10.99798958213568), ('imperceptible', 10.998564983886148), ('botryoidal', 10.999999082662775), ('sewan', 11.000000005534346), ('resinousness', 12.000064767446649), ('unentertainable', 12.9986496722973)]",btwwtryoipak,botryoidal,,0.001,search_time,0.005885057966224849,169.92186070878765
beam,20,132,12,100.0,1.0,"[('botryoidal', 5.0), ('sourock', 9.0), ('pythonist', 10.0), ('credit', 10.0), ('sewan', 10.0), ('bullsticker', 11.0), ('cretaceous', 11.0), ('nightdress', 11.0), ('patisserie', 11.0), ('uniformness', 11.0), ('mononymy', 11.0), ('amylamine', 12.0), ('monolatry', 12.0), ('imperceptible', 13.0), ('unentertainable', 14.0), ('resinousness', 15.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.005211843003053218,191.87070666061447
beam,20,132,12,100.0,0.0,"[('halinous', 8.000371504467832), ('pagedom', 9.000000005609468), ('cretaceous', 9.000371504467832), ('patisserie', 9.997988670333273), ('pythonist', 9.999935313159579), ('nightdress', 9.999935313351749), ('gedackt', 10.000000922871102), ('planeta', 10.000000922871102), ('sourock', 10.000064767447054), ('amylamine', 10.997922985453634), ('bullsticker', 10.99798958213568), ('botryoidal', 10.999999082662775), ('monolatry', 10.999999999999492), ('mononymy', 10.999999999999492), ('sewan', 11.000000005534346), ('resinousness', 11.998295396285254)]",btwwtryoipak,botryoidal,,0.001,search_time,0.005270524008665234,189.73445493387499
beam_forward_backward,20,132,12,100.0,1.0,"[('botryoidal', 5.0), ('sourock', 9.0), ('pythonist', 10.0), ('credit', 10.0), ('sewan', 10.0), ('bullsticker', 11.0), ('cretaceous', 11.0), ('nightdress', 11.0), ('patisserie', 11.0), ('uniformness', 11.0), ('mononymy', 11.0), ('amylamine', 11.0), ('monolatry', 11.0), ('planeta', 11.0), ('pagedom', 11.0), ('halinous', 11.0), ('imperceptible', 12.0), ('unentertainable', 13.0), ('resinousness', 15.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.010129239002708346,98.72409958266569
beam_forward_backward,20,132,12,100.0,0.0,"[('halinous', 8.000371504467832), ('pagedom', 9.000000005609468), ('cretaceous', 9.000371504467832), ('patisserie', 9.997988670333273), ('pythonist', 9.999935313159579), ('nightdress', 9.999935313351749), ('gedackt', 10.000000922871102), ('planeta', 10.000000922871102), ('sourock', 10.000064767447054), ('bullsticker', 10.002139952758538), ('amylamine', 10.997922985453634), ('imperceptible', 10.998564983886148), ('botryoidal', 10.999999082662775), ('monolatry', 10.999999999999492), ('mononymy', 10.999999999999492), ('sewan', 11.000000005534346), ('resinousness', 11.998295396285254), ('unentertainable', 12.9986496722973), ('uniformness', 14.000064767447158)]",btwwtryoipak,botryoidal,,0.001,search_time,0.010574612999334931,94.56610847724573
beam,20,132,12,200.0,1.0,"[('botryoidal', 5.0), ('sourock', 9.0), ('pythonist', 10.0), ('credit', 10.0), ('sewan', 10.0), ('bullsticker', 11.0), ('cretaceous', 11.0), ('nightdress', 11.0), ('patisserie', 11.0), ('uniformness', 11.0), ('mononymy', 11.0), ('halinous', 11.0), ('pagedom', 11.0), ('amylamine', 11.0), ('planeta', 11.0), ('gedackt', 12.0), ('monolatry', 12.0), ('resinousness', 12.0), ('imperceptible', 13.0), ('unentertainable', 14.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.007840422971639782,127.54413934263235
beam,20,132,12,200.0,0.0,"[('halinous', 8.000371504467832), ('pagedom', 9.000000005609468), ('cretaceous', 9.000371504467832), ('patisserie', 9.997988670333273), ('pythonist', 9.999935313159579), ('nightdress', 9.999935313351749), ('gedackt', 10.000000922871102), ('planeta', 10.000000922871102), ('sourock', 10.000064767447054), ('bullsticker', 10.002139952758538), ('amylamine', 10.997922985453634), ('botryoidal', 10.999999082662775), ('monolatry', 10.999999999999492), ('mononymy', 10.999999999999492), ('resinousness', 11.000000000000068), ('uniformness', 11.000000000000068), ('sewan', 11.000000005534346), ('credit', 11.000000917315536), ('imperceptible', 13.0), ('unentertainable', 14.000000917336754)]",btwwtryoipak,botryoidal,,0.001,search_time,0.008433075970970094,118.58069385860941
beam_forward_backward,20,132,12,200.0,1.0,"[('botryoidal', 5.0), ('sourock', 9.0), ('pythonist', 10.0), ('credit', 10.0), ('sewan', 10.0), ('bullsticker', 11.0), ('cretaceous', 11.0), ('nightdress', 11.0), ('patisserie', 11.0), ('uniformness', 11.0), ('mononymy', 11.0), ('halinous', 11.0), ('pagedom', 11.0), ('amylamine', 11.0), ('planeta', 11.0), ('monolatry', 11.0), ('gedackt', 12.0), ('resinousness', 12.0), ('imperceptible', 12.0), ('unentertainable', 13.0)]",btwwtryoipak,botryoidal,,0.0,search_time,0.015365478000603616,65.08095615123175
beam_forward_backward,20,132,12,200.0,0.0,"[('halinous', 8.000371504467832), ('pagedom', 9.000000005609468), ('cretaceous', 9.000371504467832), ('patisserie', 9.997988670333273), ('pythonist', 9.999935313159579), ('nightdress', 9.999935313351749), ('gedackt', 10.000000922871102), ('planeta', 10.000000922871102), ('sourock', 10.000064767447054), ('bullsticker', 10.002139952758538), ('amylamine', 10.997922985453634), ('imperceptible', 10.998564983886148), ('botryoidal', 10.999999082662773), ('monolatry', 10.99999999999949), ('mononymy', 10.99999999999949), ('resinousness', 11.000000000000068), ('uniformness', 11.000000000000068), ('sewan', 11.000000005534346), ('credit', 11.000000917315536), ('unentertainable', 12.9986496722973)]",btwwtryoipak,botryoidal,,0.001,search_time,0.016205219028051943,61.708514909237344
edit_graph,20,132,16,,,"[('imperceptible', 5.0)]",ilpwwerceptibwla,imperceptible,17.0,,search_time,0.0005664930213242769,1765.2468121537038
edit_graph,20,132,16,,,"[('imperceptible', 5.0)]",ilpwwerceptibwla,imperceptible,17.0,0.001,search_time,0.0008841650560498238,1131.0105428365275
beam,20,132,16,10.0,1.0,"[('imperceptible', 5.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.0009234799654223025,1082.8605248005626
beam,20,132,16,10.0,0.0,"[('unentertainable', 13.000371498933418)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.0009330480243079364,1071.756194695041
beam_forward_backward,20,132,16,10.0,1.0,"[('imperceptible', 5.0), ('unentertainable', 12.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.0017185659962706268,581.8804760306264
beam_forward_backward,20,132,16,10.0,0.0,"[('cretaceous', 13.000000005533906), ('unentertainable', 13.000371498933418), ('halinous', 14.000371418231055)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.0017768859979696572,562.7823063171419
beam,20,132,16,20.0,1.0,"[('imperceptible', 5.0), ('planeta', 12.0), ('amylamine', 15.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.0016172640025615692,618.3282373292853
beam,20,132,16,20.0,0.0,"[('unentertainable', 13.000371498933418), ('bullsticker', 14.999628501066582), ('botryoidal', 14.999999999978273)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.0016995100304484367,588.4048826332244
beam_forward_backward,20,132,16,20.0,1.0,"[('imperceptible', 5.0), ('planeta', 12.0), ('unentertainable', 12.0), ('amylamine', 15.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.0031669900054112077,315.7572326693081
beam_forward_backward,20,132,16,20.0,0.0,"[('nightdress', 12.99993531333053), ('cretaceous', 13.000000005533906), ('unentertainable', 13.000371498933418), ('halinous', 14.000371418231055), ('bullsticker', 14.999628501066582), ('botryoidal', 14.999999999978273)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.003341510018799454,299.2658990617908
beam,20,132,16,50.0,1.0,"[('imperceptible', 5.0), ('planeta', 12.0), ('patisserie', 13.0), ('credit', 13.0), ('pagedom', 14.0), ('cretaceous', 14.0), ('pythonist', 14.0), ('gedackt', 14.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.0037745709996670485,264.93076963930713
beam,20,132,16,50.0,0.0,"[('nightdress', 12.999935313330532), ('cretaceous', 13.000000005533906), ('bullsticker', 13.00033343771123), ('unentertainable', 13.000371498933418), ('gedackt', 13.026963130174057), ('pythonist', 14.000020913373067), ('botryoidal', 14.000640169175831), ('sewan', 15.000000005534346)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.0038662849692627788,258.64622187709034
beam_forward_backward,20,132,16,50.0,1.0,"[('imperceptible', 5.0), ('planeta', 12.0), ('unentertainable', 12.0), ('patisserie', 13.0), ('credit', 13.0), ('botryoidal', 13.0), ('pagedom', 14.0), ('cretaceous', 14.0), ('pythonist', 14.0), ('gedackt', 14.0), ('bullsticker', 14.0), ('sewan', 14.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.007436027051880956,134.48041447711628
beam_forward_backward,20,132,16,50.0,0.0,"[('nightdress', 12.99993531333053), ('cretaceous', 13.000000005533906), ('bullsticker', 13.00033343771123), ('unentertainable', 13.000371498933418), ('gedackt', 13.026963130174057), ('pythonist', 14.000020913373067), ('resinousness', 14.000064767447158), ('monolatry', 14.000085525044964), ('halinous', 14.000371418231055), ('botryoidal', 14.000640169175831), ('planeta', 14.999999924831915), ('sewan', 15.000000005534346), ('uniformness', 17.000064767447157)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.007770108990371227,128.69832343911867
beam,20,132,16,100.0,1.0,"[('imperceptible', 5.0), ('unentertainable', 12.0), ('planeta', 12.0), ('patisserie', 13.0), ('credit', 13.0), ('botryoidal', 13.0), ('pagedom', 14.0), ('cretaceous', 14.0), ('nightdress', 14.0), ('pythonist', 14.0), ('gedackt', 14.0), ('sewan', 14.0), ('resinousness', 15.0), ('sourock', 15.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.006919898965861648,144.5107804222807
beam,20,132,16,100.0,0.0,"[('nightdress', 12.999935313330532), ('cretaceous', 13.000000005533906), ('bullsticker', 13.00033343771123), ('unentertainable', 13.000371498933418), ('gedackt', 13.026963130174057), ('planeta', 14.000000005534346), ('pythonist', 14.000020913373067), ('monolatry', 14.000085525044966), ('halinous', 14.000371418231055), ('uniformness', 14.000371498932978), ('botryoidal', 14.000640169175831), ('amylamine', 14.999999924736084), ('credit', 15.0), ('patisserie', 15.0), ('pagedom', 15.000000000074612), ('sewan', 15.000000005534346)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.006978339981287718,143.3005561038127
beam_forward_backward,20,132,16,100.0,1.0,"[('imperceptible', 5.0), ('unentertainable', 12.0), ('planeta', 12.0), ('patisserie', 13.0), ('credit', 13.0), ('botryoidal', 13.0), ('pagedom', 14.0), ('cretaceous', 14.0), ('nightdress', 14.0), ('pythonist', 14.0), ('gedackt', 14.0), ('sewan', 14.0), ('bullsticker', 14.0), ('resinousness', 15.0), ('sourock', 15.0), ('amylamine', 15.0), ('halinous', 15.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.013637013966217637,73.32983617067894
beam_forward_backward,20,132,16,100.0,0.0,"[('nightdress', 12.99993531333053), ('cretaceous', 13.000000005533906), ('bullsticker', 13.00033343771123), ('unentertainable', 13.000371498933418), ('gedackt', 13.026963130174057), ('planeta', 14.000000005534346), ('pythonist', 14.000020913373067), ('resinousness', 14.000064767447158), ('sewan', 14.000064772981437), ('monolatry', 14.000085525044964), ('halinous', 14.000371418231055), ('uniformness', 14.000371498932976), ('sourock', 14.00043626638), ('botryoidal', 14.000640169175831), ('amylamine', 14.999999924736084), ('credit', 15.0), ('patisserie', 15.0), ('imperceptible', 15.0), ('pagedom', 15.000000000074612)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.013872680021449924,72.08412494585048
beam,20,132,16,200.0,1.0,"[('imperceptible', 5.0), ('unentertainable', 12.0), ('planeta', 12.0), ('patisserie', 13.0), ('credit', 13.0), ('botryoidal', 13.0), ('pagedom', 14.0), ('cretaceous', 14.0), ('nightdress', 14.0), ('pythonist', 14.0), ('gedackt', 14.0), ('bullsticker', 14.0), ('sewan', 14.0), ('resinousness', 15.0), ('sourock', 15.0), ('uniformness', 15.0), ('amylamine', 15.0), ('monolatry', 15.0), ('halinous', 15.0), ('mononymy', 16.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.010802373988553882,92.57224394004437
beam,20,132,16,200.0,0.0,"[('nightdress', 12.999935313330532), ('cretaceous', 13.000000005533906), ('bullsticker', 13.00033343771123), ('unentertainable', 13.000371498933418), ('gedackt', 13.026963130174057), ('planeta', 14.000000005534346), ('pythonist', 14.000020913373067), ('resinousness', 14.00006476744716), ('sewan', 14.000064772981437), ('monolatry', 14.000085525044966), ('halinous', 14.000371418231055), ('uniformness', 14.000371498932978), ('sourock', 14.00043626638), ('botryoidal', 14.000640169175831), ('amylamine', 14.999999924736084), ('credit', 15.0), ('patisserie', 15.0), ('imperceptible', 15.0), ('pagedom', 15.000000000074612), ('mononymy', 15.999999999903661)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.0113828030298464,87.85182326162891
beam_forward_backward,20,132,16,200.0,1.0,"[('imperceptible', 5.0), ('unentertainable', 12.0), ('planeta', 12.0), ('patisserie', 13.0), ('credit', 13.0), ('botryoidal', 13.0), ('pagedom', 14.0), ('cretaceous', 14.0), ('nightdress', 14.0), ('pythonist', 14.0), ('gedackt', 14.0), ('bullsticker', 14.0), ('sewan', 14.0), ('resinousness', 15.0), ('sourock', 15.0), ('uniformness', 15.0), ('amylamine', 15.0), ('monolatry', 15.0), ('halinous', 15.0), ('mononymy', 16.0)]",ilpwwerceptibwla,imperceptible,,0.0,search_time,0.02121033100411296,47.14683612462658
beam_forward_backward,20,132,16,200.0,0.0,"[('nightdress', 12.99993531333053), ('cretaceous', 13.000000005533906), ('bullsticker', 13.00033343771123), ('unentertainable', 13.000371498933418), ('gedackt', 13.026963130174057), ('planeta', 14.000000005534346), ('pythonist', 14.000020913373067), ('resinousness', 14.000064767447158), ('sewan', 14.000064772981437), ('monolatry', 14.000085525044964), ('halinous', 14.000371418231055), ('uniformness', 14.000371498932976), ('sourock', 14.00043626638), ('botryoidal', 14.00064016917583), ('amylamine', 14.999999924736084), ('credit', 15.0), ('patisserie', 15.0), ('imperceptible', 15.0), ('pagedom', 15.000000000074612), ('mononymy', 15.99999999990366)]",ilpwwerceptibwla,imperceptible,,0.001,search_time,0.022239780984818935,44.96447157832213
edit_graph,20,121,13,,,"[('unpracticed', 5.0)]",hnprfabtsicee,unpracticed,14.0,,search_time,0.0005779750063084066,1730.1786220603483
edit_graph,20,121,13,,,"[('unpracticed', 5.0)]",hnprfabtsicee,unpracticed,14.0,0.01778279410038923,search_time,0.0012203920050524175,819.4088422900219
beam,20,121,13,10.0,0.0,"[('hutcher', 10.0), ('envineyard', 12.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.0007283200393430889,1373.0227729309136
beam,20,121,13,10.0,0.0,"[('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0007841060287319124,1275.3377264771705
beam_forward_backward,20,121,13,10.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('envineyard', 12.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.0013460699701681733,742.9034315913484
beam_forward_backward,20,121,13,10.0,0.0,"[('collectable', 12.363874043493144), ('lief', 12.816966739913209), ('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0015055420226417482,664.2126124419414
beam,20,121,13,20.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.0012955440324731171,771.8765051088684
beam,20,121,13,20.0,0.0,"[('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309), ('unmounted', 14.381460792951469)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.001521772996056825,657.1282330486687
beam_forward_backward,20,121,13,20.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('collectable', 12.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.002606356982141733,383.67729626133774
beam_forward_backward,20,121,13,20.0,0.0,"[('collectable', 12.363874043493144), ('lief', 12.816966739913209), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309), ('unmounted', 14.381460792951469)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0028861669707112014,346.4803007407374
beam,20,121,13,50.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('envineyard', 12.0), ('surrenal', 12.0), ('margaritomancy', 13.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.003143685986287892,318.09792847052574
beam,20,121,13,50.0,0.0,"[('hutcher', 12.134253973239442), ('lief', 12.857784426110292), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('trueheartedness', 16.35415064453166)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0035653540398925543,280.47705467985895
beam_forward_backward,20,121,13,50.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('gossypine', 11.0), ('lief', 11.0), ('collectable', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('margaritomancy', 13.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.006037546962033957,165.63018164302864
beam_forward_backward,20,121,13,50.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('remass', 13.782073549968823), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.006877669016830623,145.3980989129979
beam,20,121,13,100.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('lief', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('bullskin', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 15.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.00561069801915437,178.23094320637085
beam,20,121,13,100.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.674770991787993), ('lief', 12.857784426110292), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918197), ('remass', 13.782073549968825), ('backwasher', 13.823593944185463), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('envineyard', 14.975891279268323), ('gossypine', 15.4828486070683), ('trueheartedness', 15.631288983886), ('margaritomancy', 16.69727173986404), ('collectable', 17.673526446192923)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.006420813035219908,155.7435163607362
beam_forward_backward,20,121,13,100.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('lief', 11.0), ('gossypine', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('bullskin', 12.0), ('severe', 12.0), ('viol', 12.0), ('stop', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 15.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.010954140976537019,91.28967777043658
beam_forward_backward,20,121,13,100.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('gallop', 12.708302425934168), ('riva', 12.711260757334221), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918195), ('remass', 13.782073549968823), ('unpracticed', 13.797127015772805), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('gossypine', 14.521155962454), ('margaritomancy', 14.889136154187524), ('envineyard', 14.975891279268323), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.01247395999962464,80.16700390494209
beam,20,121,13,200.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('gossypine', 11.0), ('lief', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('stop', 12.0), ('bullskin', 12.0), ('viol', 12.0), ('severe', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 14.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.007963085023220628,125.5794704042423
beam,20,121,13,200.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718387), ('gallop', 12.708302425934168), ('riva', 12.711260757334225), ('lief', 12.816966739913209), ('collectable', 12.865034789092237), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918197), ('bearance', 13.711451124222396), ('remass', 13.782073549968825), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('backwasher', 14.665789245072908), ('margaritomancy', 14.90005640490743), ('envineyard', 14.975891279268323), ('gossypine', 15.4828486070683), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.008643744979053736,115.6905950399145
beam_forward_backward,20,121,13,200.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('gossypine', 11.0), ('lief', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('stop', 12.0), ('bullskin', 12.0), ('viol', 12.0), ('severe', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 14.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.015422024996951222,64.84232778754345
beam_forward_backward,20,121,13,200.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('gallop', 12.708302425934168), ('riva', 12.711260757334221), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918195), ('bearance', 13.711451124222396), ('remass', 13.782073549968823), ('unpracticed', 13.797127015772805), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('gossypine', 14.619143538349565), ('envineyard', 14.74787776821464), ('margaritomancy', 14.889136154187524), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.01696221303427592,58.95457143353157
edit_graph,20,121,8,,,"[('riva', 5.0)]",frifysvh,riva,9.0,,search_time,0.0004673760267905891,2139.604820698381
edit_graph,20,121,8,,,"[('riva', 5.0)]",frifysvh,riva,9.0,0.01778279410038923,search_time,0.0011367929982952774,879.6676277031872
beam,20,121,8,10.0,0.0,"[('backwasher', 9.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.0006808299804106355,1468.795483120265
beam,20,121,8,10.0,0.0,"[('surrenal', 9.24649250497748), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,0.000656433985568583,1523.3824298932825
